id,name,city,latitude,longitude,totalBeds,erBeds,phone,website,specialties,data_status,notes
mh-15880,Aditya Jyot Eye Hospital,mumbai,19.0164103,72.855261,8,1,7931138396,www.adityajyoteyehospital.org,ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15881,Shree Bidada Sarvodaya Trust Hospital,mumbai,19.0021567,72.8415793,120,7,7601090241,www.bidada.com,"dentistry, ophthalmology, gynaecology",estimated,Estimated/inferred where public source was unavailable
mh-15882,Bombay City Eye Institute and Research Centre,mumbai,18.9629992,72.8175748,8,1,7775817549,http://www.eyecareforall.in/eyecareforall/index.html,ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15883,The B.D.Petit Parsee General Hospital,mumbai,18.9668749,72.805182,120,13,8923176804,www.bdpetitparseegeneralhospital.org,"cardiovascular surgery, physiology, anesthesiology, neurology, orthodontics, nephrology, physiotherapy, sonology, gastroenterology, oncology, acupuncture, audiology and speech therapy, orthopedic surgery, psychiatry, radiology, haematology, obstetricsand gynaecology, homeopathy, dermatology, pediatric surgery, dentistry and maxillofacial surgery, pathology, vascular surgery, endocrinology, urosurgery, ent and head and neck surgery, plastic surgery, psychology, ophthalmology",estimated,Estimated/inferred where public source was unavailable
mh-15884,"Centre For Sight, Juhu",mumbai,19.1102949,72.8409693,60,4,9286014679,http://www.centreforsight.net/,general,estimated,Estimated/inferred where public source was unavailable
mh-15885,Asian Heart Institute,mumbai,19.0562207,72.8537634,40,2,7317568769,http://www.asianheartinstitute.org/,general,estimated,Estimated/inferred where public source was unavailable
mh-15886,"CGHS Dispensary No.1, C.G.O.",mumbai,34.7414415,135.4058809,60,2,8787764637,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15890,"CGHS Dispensary No.5, Santacruz",mumbai,19.1034191,72.854365,60,3,8049520793,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15891,"CGHS Dispensary No.6, Ghatkopar",mumbai,19.1403981,72.9379362,60,2,8513790488,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15893,"CGHS Dispensary No.8, Koliwada",mumbai,19.030998,72.862675,60,4,9518643285,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15895,"CGHS Dispensary No.10, Bandra",mumbai,19.0606917,72.8362497,60,7,7872320117,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15896,"CGHS Dispensary No.11, Byculla",mumbai,18.9751131,72.8298837,60,3,7509842787,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15897,"CGHS Dispensary No.14, Vakola",mumbai,19.0788783,72.8500307,60,2,8219017086,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15900,"CGHS Dispensary No.17, Bhandup",mumbai,19.149901,72.931134,60,2,8414216132,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15902,"CGHS Dispensary No.19, Mulund",mumbai,19.1725542,72.942537,60,2,9656120547,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15904,"CGHS Dispensary No.21, Sahar",mumbai,19.1015512,72.8631724,60,2,7396185406,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15908,"CGHS Dispensary No.25, Jogeshwari",mumbai,19.1319685,72.8607789,60,1,7920276025,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15909,"CGHS Dispensary No.26, Seepz",mumbai,19.1154908,72.8726952,60,3,8881730694,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15911,CGHS Sub-Dispensary Nepean Sea Road,mumbai,18.9593271,72.8012627,60,1,8296271810,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15913,CGHS Polyclinic Koliwada,mumbai,19.0327797,72.864102,20,2,9146271786,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15914,Aayush Eye Clinic Microsurgery and Laser Centre,mumbai,19.0597308,72.8989478,8,1,8842583891,http://www.aayusheye.com/,"corneal disorders, cataract surgery, pediatric ophthalmology, oculoplastic",estimated,Estimated/inferred where public source was unavailable
mh-15916,Aditi Hospital,mumbai,19.2132136,72.8637163,120,8,7992493851,http://www.aditihospitals.com/,"laser treatment for ureteric stones, radical prostatectomy for cancer prostate., lithotripsy for kidney stone, endoscopy treatment for kidney stones, ktp (green light) laser for prostate",estimated,Estimated/inferred where public source was unavailable
mh-15918,Amruta Surgical And Maternity Home,mumbai,19.0898792,72.908696,40,1,7095237384,http://www.amrutasurgicalandmaternityhome.com/,"paediatrics, male and female infertility treatments, treatment for kidney stones, hysterectomy (removal of uterus), such as family planning (tubectomy), hernia, such as plastic surgery, pre- marital counselling., laparoscopy surgery, piles and fistula, prostate and all urinary problems, oncosurgery, gynaecological operations, general medicine, obstetrics and gynaecology, surgery, hydrocele, urology related surgeries, urological problems in women and children, general surgeries for appendix, family planning center and pre-marital counseling, minimally invasive endoscopic surgery (key hole surgery)",estimated,Estimated/inferred where public source was unavailable
mh-15920,Dr. L H Hiranandani Hospital,mumbai,19.1374852,72.917394,120,11,7515376686,http://www.hiranandanihospital.org/,"cardiology, paediatrics, ent, endocrinology, psychiatry, anaesthesia, reconstructive surgery, ophthalmology, general medicine, gastrointestinal surgery, cardiovascular thoraic surgery, minimally invasive and general surgery, pulmonology, bariatric surgery, advanced orthopaedics - joint replacement, spine surgery and pediatric orthopaedics, neurosurgery, paediatric surgery, dermatology, critical care, neonatology, neurology, liver transplant and surgery, dermocosmetology, urology, nephrology, sports medicine, hair restoration and transplant.",estimated,Estimated/inferred where public source was unavailable
mh-15921,P D Hinduja National Hospital and Research Centre,mumbai,19.0374901,72.8390644,120,12,7267189417,,"cardiology, anesthesiology, ent, physiotherapy, endocrinology, gastroenterology surgery, general surgery, mindful eating workshop, pediatric surgery, pediatric nephrology, cancer surgery, lab medicine, clinical genetics, dental, ophthalmology, pediatric neuro-rehabilitation, pediatrics, cancer chemotherapy, minimal access surgery, pain management, cancer urology, tobacco cessation clinic, allergy, neurosurgery, ivf and infertility, dermatology, orthopaedics, diabetic foot surgery, general medicine, psychiatry, gynaecology, imaging, neurology, vulva clinic., pediatric neurology, cancer radiation therapy, vascular surgery, gastroenterology, clinical haematology and bmt, dental implant clinic, pulmonary medicine, interventional radiology, urology, cardiovascular and thoracic surgery, nuclear medicine, plastic surgery, nephrology, rheumatology",estimated,Estimated/inferred where public source was unavailable
mh-15923,Holy Spirit Hospital,mumbai,19.1229678,72.8641387,350,29,8719973478,http://www.holyspirithospital.org/,"cardiology, oculoplastic surgery, orthopedic and arthroscopy, physiotherapy, eneral surgery, endocrinology, onco  medicine, onco - radiation, chest physician, psychiatry, pediatric nephrology, ophthalmology, general medicine, pediatrics, vitreo retinal surgery, obstetrics and gynecology, e.n.t, clinical psychologist, cardio-vascular surgery, neuro surgery, dermatology, diabetology, onco - surgery, neurology, gastroenterology, homeopathy, urology, rheumatology, plastic surgery, nephrology, pastoral care.",estimated,Estimated/inferred where public source was unavailable
mh-15925,Lilavati Hospital and Research Centre,mumbai,19.0515721,72.8346314,323,77,9080609860,https://www.lilavatihospital.com,"Multi-specialty, Cardiology, Neurology, Oncology, Orthopedics, Emergency Medicine, Critical Care",verified,Verified from public source
mh-15926,Fortis Hiranandani Hospital,mumbai,18.7501386,73.0420662,149,3,8153725665,http://www.fortishealthcare.com/india/hospitals-in-maharashtra/fortis-hiranandani-hospital-vashi,"cardiology, respiratory medicine, radiology, clinical nutrition and dietetics, ent, endocrinology, mental health and behavioural sciences, ophthalmology, foetal medicine, oncology, minimal access surgery, internal medicine, orthopaedics and joint replacement, pulmonology, neurosurgery, anaesthesiology, dermatology, critical care, general and laparoscopic surgery, gastroenterology and hepatology, paediatrics and neonatology, organ transplantation, obstetrics and gynaecology, neurology, cosmetic surgery, urology., dentistry and maxillo-facial surgery, gastrointestinal and hepatobilliary surgery, rheumatology, nephrology, plastic, emergency medicine, haematology, sports medicine",estimated,Estimated/inferred where public source was unavailable
mh-15927,Jaslok Hospital,mumbai,18.9681978,72.8072647,350,75,7810844439,https://www.jaslokhospital.net,"Multi-specialty, Tertiary Care, Cardiology, Neurosurgery, Oncology, Critical Care",verified,Verified from public source
mh-15929,Fortis Hospital Mulund,mumbai,19.1918191,72.8348753,300,36,8723911756,http://www.fortishealthcare.com/india/hospitals-in-maharashtra/fortis-hospital-mulund,"cardiology, respiratory medicine, radiology, clinical nutrition and dietetics, ent, endocrinology, mental health and behavioural sciences, ophthalmology, foetal medicine, oncology, minimal access surgery, internal medicine, orthopaedics and joint replacement, pulmonology, neurosurgery, anaesthesiology, dermatology, critical care, general and laparoscopic surgery, gastroenterology and hepatology, paediatrics and neonatology, organ transplantation, obstetrics and gynaecology, neurology, cosmetic surgery, urology., dentistry and maxillo-facial surgery, gastrointestinal and hepatobilliary surgery, rheumatology, nephrology, plastic, emergency medicine, haematology, sports medicine",estimated,Estimated/inferred where public source was unavailable
mh-15931,Zynova Heart Hospital,mumbai,19.0889039,72.907247,5,1,7366747782,http://zynovaheart.com/,"cardiology, heart vessels, cardiac surgery, vascular center",estimated,Estimated/inferred where public source was unavailable
mh-15935,Sushrut Hospital and Research Centre,mumbai,19.0552812,72.8892082,120,4,7022039026,www.sushruthospital.org,"radiology, gastroenterology, physiotherapy, ent, oncology., urology, diabetology, plastic surgery, orthopedic, nephrology, cardiac care",estimated,Estimated/inferred where public source was unavailable
mh-15937,Suruchi Eye Centre,mumbai,19.1512887,72.9985574,8,1,8378395291,http://www.suruchieyecentre.com/,"cornea and oculoplasty, contact lenses, reimburse mediclaim, cataract - 2.2 mics, glaucoma, retina and diabetic eye care, comprehensive eye checkup, optical services (glasses), paediatric ophthalmology and squint",estimated,Estimated/inferred where public source was unavailable
mh-15945,Hinduja Healthcare Surgical,mumbai,19.0685232,72.8352484,40,3,9007924916,http://www.hindujahealthcare.com/,"physiotherapy, ent, endocrinology, orthopaedics, laboratory medicine, oncology, cardiovascular thoracic surgery, hematology and hemato oncology, ophthalmology, dermatology, cardiology and interventional cardiology, lactation, internal medicine, paediatrics and neonatology, neurosurgery, paediatric surgery, surgery, gynaecology and obstetrics, psychiatry, neurology, foetal medicine and clinical genetics, gastroenterology, anesthesia, pain management, pulmonary medicine, radiology, urology, rheumatology, plastic surgery, nephrology",estimated,Estimated/inferred where public source was unavailable
mh-15946,Hira Mongi Navneet Hospital,mumbai,19.1709732,72.9505973,120,6,8152073196,http://www.hmnhospital.com/,"geriatrics, dental, audiology, ophthalmology, cosmetic surgery, endoscopy and gastroneterology, orthopaedic, kidney dialysis, non invasive cardiologist, hip and knee joint replacement surgery, neurologist, sports medicine, cosmetic, plastic surgery, bone cancer, breast cancer, radiologist, nephrologists",estimated,Estimated/inferred where public source was unavailable
mh-15948,Jaslok Hospital And Research Centre,mumbai,18.9681978,72.8072647,350,75,7529966062,https://www.jaslokhospital.net,"Multi-specialty, Tertiary Care, Cardiology, Neurosurgery, Oncology, Critical Care",verified,Verified from public source
mh-15949,Joy Hospital Pvt Ltd,mumbai,19.1095683,72.825288,120,8,8502787436,http://lapsurgeon.in/,"appendix procedure, bariatric surgery, gastrointestinal and laparoscopic, ercp, ogd scopy, colonoscopy, gall bladder",estimated,Estimated/inferred where public source was unavailable
mh-15951,Kapadia Multispeciality Hospital,mumbai,32.2396325,77.1887145,30,3,8808367481,www.kapadiahospital.com,"dental, gynaecologist, ent, ophthalmologist, orthopaedic, general surgeon, diet counselling",estimated,Estimated/inferred where public source was unavailable
mh-15958,Life Care Hospital,mumbai,19.2961387,72.862607,120,11,7687467941,http://www.lifelinehospitalmumbai.in/,"physiotherapy, skin specialist, general and laproscopic, dermatologists, ent, paediatric orthopaedic, gastri-intestinal, endoscopists, plastic surgeon, dm cardiologist, pathologists, nephrologist, cardio-vascular thoraic, dentist, pain management, naturopaths, neurologists, arthoscopist, gynaecologist, urologist, cosmetologist and skin specialist, opthalmologists, anesthetist, dietician, radiologist and sonologist, cancer, neuro-spinal, weight managemnent, homeopath",estimated,Estimated/inferred where public source was unavailable
mh-15959,Lifeline Hospital,mumbai,19.1938477,72.8465927,120,8,9434530221,http://www.lifelinehospitalmumbai.in/,"physiotherapy, skin specialist, general and laproscopic, dermatologists, ent, paediatric orthopaedic, gastri-intestinal, endoscopists, plastic surgeon, dm cardiologist, pathologists, nephrologist, cardio-vascular thoraic, dentist, pain management, naturopaths, neurologists, arthoscopist, gynaecologist, urologist, cosmetologist and skin specialist, opthalmologists, anesthetist, dietician, radiologist and sonologist, cancer, neuro-spinal, weight managemnent, homeopath",estimated,Estimated/inferred where public source was unavailable
mh-15964,Nanavati Hospital,mumbai,19.094854,72.839654,352,33,7933892741,http://www.nanavatihospital.org/,"heart institute (cardiology, anaesthesiology and pain management, radiology, gynaecology and obstetrics., transfusion medicine (blood bank), arthroscopy, gynaecology and obstetrics, neuropsychology, paediatric rheumatology, paediatric psychiatry, psychiatry, paediatric interventional cardiology, hand and micro surgery, ophthalmology, throat), orthopaedics and joint replacement, pulmonology, oral and maxillofacial surgery, renal and urological sciences, cardiovascular and thor, paediatric intensive care, critical care, orthodontics, complementary medicine, bariatrics (obesity surgery), dentistry, otorhinolaryngology (ent - ear, rheumatology, nose, breast surgery",estimated,Estimated/inferred where public source was unavailable
mh-15965,Niramaya Holistic Health Services Pvt Ltd,mumbai,19.0712143,73.0799855,60,1,8999351193,http://www.niramayahospitals.in/,"child growth and development clinic (cgdc)physiotherapy and occupational therapy., orthopedic and joint replacement surgery, maternity and gynaecology services, urology and nephrology, eye surgery",estimated,Estimated/inferred where public source was unavailable
mh-15968,Orbit Eye Hospital,mumbai,19.1405116,72.8421555,8,1,9827893796,http://orbiteyehospital.in/,"blocked tear duct, laser treatment, socket reconstruction, cataract, blepharospasm, age related macular degeneration, intra vitreal injections, ptosis, eye cancer, cornea transplant, diabetic retinopathy, squint, enucleation and evisceration, glaucoma, botox and fillers, retinal detachment, cosmetic blepharoplasties, entropion and ectropion, keratoconus, refractive error, cataract surgery, lasik",estimated,Estimated/inferred where public source was unavailable
mh-15969,Parakh Hospital,mumbai,19.0796375,72.9070116,120,10,9318539662,http://parakhhospital.com/,"cardiology, radiology, orthopedics, ent, endocrinology, dermatology and cosmetology, neurosergery, pediatric nephrology, psychiatry, anesthesiologist, internal medicine, general and minimal access surgery, sexology, pathology, gastroenterology, neurology, obstertics and gynaecology, urology, andrology, nephrology",estimated,Estimated/inferred where public source was unavailable
mh-15970,Paramount General Hospital and ICCU,mumbai,19.1198548,72.8464601,120,7,8933702142,http://parakhhospital.com/,"cardiology, paediatrics, orthopaedic surgery, neurology, general medicine, dermatology, joint replacement surgery, urology, ent surgery, onco surgery, general surgery, diabetology, plastic surgery, nephrology, gynaecology and obstetrics, eye surgery, psychiatry",estimated,Estimated/inferred where public source was unavailable
mh-15971,Platinum Hospitals,mumbai,19.1565109,72.9637728,100,11,8395890031,www.platinumhospitals.in,"breast shaping surgery, valve repairs, knee and hip replacement, vsd, angiography with off pump bypass surgery (cabg), squint., angiography with angioplasty (pci), replacements, congenital disorders (asd, hysterectomy and uterine fibroid surgeries, body contouring surgerycataract, pda closure), breast cancer mastectomy",estimated,Estimated/inferred where public source was unavailable
mh-15974,Dr.Mukhi's Raj Hospital,mumbai,19.1725542,72.942537,50,3,8954711529,http://www.drmukhirajhospital.com/,"trauma management, arthroscopy surgery, joint replacement, hip knee and spine surgeries., arthritis management",estimated,Estimated/inferred where public source was unavailable
mh-15975,Rane Heart Hospital,mumbai,19.0691719,72.902584,30,1,9160808323,http://www.raneheartcare.com/,cardiology,estimated,Estimated/inferred where public source was unavailable
mh-15979,Rushabh Eye Hospital And Laser Centre,mumbai,19.059862,72.9005605,8,1,8546894279,http://rushabheyehospital.com/,"retina, glaucoma, cataract, eye care, cornea, lasik",estimated,Estimated/inferred where public source was unavailable
mh-15981,Sai Seva Hospital And Icu,mumbai,19.157935,72.9934762,25,3,8203434642,http://www.saisevahospitalandicu.com/,"cardiology, diet and nutrition, anesthesiology, nephorologist, dermatology, paediatric, physiotherapy., orthopedic",estimated,Estimated/inferred where public source was unavailable
mh-15984,Sangita Maternity Surgical and Diagnostic Centre,mumbai,19.1171389,72.846563,40,1,7571456303,http://www.gynaecexpert.com/,gynaecology and maternity,estimated,Estimated/inferred where public source was unavailable
mh-15989,Suman Eye Clinic and Surgery Centre,mumbai,19.1441579,72.8238595,8,1,7689190015,www.sumaneyeclinic.com,"eye surgeons, oculoplastic surgery, eye test, ophthalmologist, eye treatment, eye specialist, glaucoma treatment, corneal transplantation, laser vision correction, eye laser treatment",estimated,Estimated/inferred where public source was unavailable
mh-15991,Ajit Clinic,nagpur,21.1458004,79.0881546,20,1,8291421675,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15992,Chaitanya Maternity Home and Endoscopy Center,nagpur,21.1391038,79.0603517,60,7,8804805268,,"Gynecology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15993,Dr Gaikwad Critical Care Center Private Limited,nagpur,21.1284924,79.11331,60,3,7008050674,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15994,Dr. Sohoni Maternity Home And Infertility Clinic,nagpur,21.1179053,79.0666241,20,2,9004076887,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15998,Keshav Hospital,nagpur,21.1060133,79.1122951,120,1,7194485551,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16000,Medicare Multi Speciality Hospital,nagpur,21.1851265,79.0793183,120,11,7833819584,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16002,Mure Memorial Hospital,nagpur,21.1458004,79.0881546,120,4,8352126240,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16003,Naidu Hospital,nagpur,21.1632814,79.0853108,120,6,8757989687,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16007,Saoji Hospital,nagpur,20.3412,76.2668875,120,1,9588823580,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16008,Sevanjali Maternity Home,nagpur,21.1458004,79.0881546,60,1,7856876246,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16010,Shubham Diabetic and Medical Centre,nagpur,21.1760503,79.0512505,60,2,9469220389,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16011,Sinha Hospital,nagpur,21.1528765,79.0729793,120,3,9630212338,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16013,Taj Krupa Genral Hospital And Maternity Home,nagpur,21.1760669,79.0512565,120,9,8390342263,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16014,Arihant Surgical And Maternity Hospital,nagpur,21.1458004,79.0881546,40,1,7200274195,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-16015,Baheti Hospital,nagpur,21.1533573,79.1096031,120,10,8663948765,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16016,Central Avenue Critical Care Hospital and Icu,nagpur,21.1489395,79.1165623,120,14,7556215061,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16017,Ganeriwal Hospital,nagpur,21.1458004,79.0881546,120,8,7124975307,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16018,Ganju Haematology Clinic and Hospital,nagpur,21.133981,79.0755613,20,2,9676438573,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16021,Khidmat Hospital,nagpur,21.157998,79.130612,120,12,8629760524,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16022,Pathology Laboratory,nagpur,21.1458004,79.0881546,60,7,7409011539,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16023,Pranjal Nursing Home,nagpur,21.2275312,79.1900834,30,3,7606040286,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16024,Rajan New Born Care Unit,nagpur,21.133301,79.0724966,60,6,8641571060,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16025,Sawarbandhe Multispeciality Hospital,nagpur,21.1388465,79.0773144,120,9,7263128433,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16026,Sawarkar Multi Speciality Hospital,nagpur,21.1433091,79.1068667,120,7,8962110823,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16030,Tanna Heart-Diabetes Hospital,nagpur,21.1489395,79.1165623,40,3,8503144046,,Cardiology,estimated,Estimated/inferred where public source was unavailable
mh-16031,Multani Maternity and Child Care Hospital,nagpur,21.1489395,79.1165623,120,3,7171840517,,"Pediatrics, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-16033,Ace Womens Hospital,nagpur,21.1458004,79.0881546,120,2,9950472167,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-16035,Dr Choubeys East End Hospital,nagpur,21.1480606,79.136747,120,8,8564560373,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16037,Geeta Prem Nursing Home,nagpur,21.1352411,79.1324099,30,3,9752814859,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16041,Purohit Nursing Home,nagpur,24.8614622,67.0099388,30,1,8414068622,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16042,Radiance Hospital,nagpur,21.1489395,79.1165623,120,8,7528181866,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16043,Shri Radhakrishna Hospital And Research Institute,nagpur,21.148059,79.1432428,120,2,9546440270,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16044,Taj Nursing Home,nagpur,21.160784,79.1228703,30,1,7434214109,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16045,Thakkar Nursing Home,nagpur,21.1473749,79.1415498,30,1,8068439029,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16046,Tikhile Maternity And Nursing Home,nagpur,21.1505513,79.1476061,30,3,9498534554,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16047,Asha Bhavan Nurshing Home,nagpur,21.1351745,79.1061609,60,3,8326104580,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16049,Cph Centre Point Hospital and Medical Research Institute Pvt. Ltd.,nagpur,21.1312503,79.0975962,120,5,8915093487,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16051,Deole Nusing Home,nagpur,21.13274,79.1026315,60,2,7252987201,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16052,Dr. Gaikwad's Critical Care Centre Private Limited,nagpur,21.1284924,79.11331,60,5,9664546501,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16053,Itkelwar Multispeciality Hospital,nagpur,21.1458004,79.0881546,120,14,7856812065,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16054,Khalatkar Hospital,nagpur,21.1284924,79.11331,120,8,9418307447,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16056,Kurvey Hospital,nagpur,21.1323737,79.1130618,120,3,8043026078,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16057,Lotus Hospitaland Research Centre and Mat Home,nagpur,21.1458004,79.0881546,120,5,7554461649,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16058,Metro City Hospital,nagpur,21.1251997,79.1130272,120,5,7490935076,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16060,Mother and Child Care Hospital,nagpur,21.1049167,79.1438675,120,10,9252066997,,Pediatrics,estimated,Estimated/inferred where public source was unavailable
mh-16061,Ram Netralaya,nagpur,21.1312503,79.0975962,60,1,7211045485,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16062,Samadhan Hospital(Ayurved Panchakarma Hospital And Research Centre),nagpur,21.1365948,79.1167483,120,13,9370060721,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16066,Ajinkya Maternity And Surgical Nursing Home,nagpur,21.1699212,79.1010513,30,3,8552638463,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16067,Anjani Eye Hospital,nagpur,21.1355004,79.0770625,8,1,9770826709,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-16068,Arneja Heart Institute,nagpur,21.1458004,79.0881546,40,4,8076442216,,Cardiology,estimated,Estimated/inferred where public source was unavailable
mh-16072,Care Hospital,nagpur,21.1458004,79.0881546,120,4,8280787392,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16073,Central India Cancer Research Institute,nagpur,21.1405719,79.060432,60,6,7163870667,,"ENT, Oncology",estimated,Estimated/inferred where public source was unavailable
mh-16074,Central India Institute Of Medical Sciences,nagpur,21.12618,79.061704,60,6,8847092665,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16075,Central Neurological Institute,nagpur,21.1357261,79.0689217,60,6,9204356572,,"Neurology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-16076,Chaturvedi Surgical Hospital,nagpur,21.1346883,79.0770544,40,2,9645722125,,General Surgery,estimated,Estimated/inferred where public source was unavailable
mh-16078,Diabetes Care and Research Centre,nagpur,21.1356319,79.0706844,60,6,9658152843,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16080,Dr Kg Deshpande Memorial Centre,nagpur,21.1404647,79.0582614,60,7,9013932746,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-16082,Dr Syam K Babhulkar,nagpur,9.9447991,78.148459,60,3,7918288547,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16083,Dr. Baraskar Multispeciality Hospital And Dialysis,nagpur,21.1328365,79.0710843,120,3,7098291167,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16084,Dr. Dande Hospital,nagpur,21.1458004,79.0881546,120,4,8491509780,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16085,Dr. Mehta Surgical and Paediatric Nursing Home,nagpur,21.1405719,79.060432,30,1,8183417702,,"General Surgery, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-16086,Dr. S M Patil Medical Nursing Home,nagpur,21.1347295,79.0756861,30,2,8381728896,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-16087,Dr. Uddanwadikarmaternity and Eye Hospital,nagpur,21.1458004,79.0881546,8,1,9659432098,,"Ophthalmology, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-16088,Dr. V.M. Deo Memorial Hospital,nagpur,21.1458004,79.0881546,120,1,7927032627,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-16089,Durga Child Surgery Endoscopy And Ultra Sound Nurs,nagpur,21.1458004,79.0881546,60,4,8827745471,,"General Surgery, Pediatrics",estimated,Estimated/inferred where public source was unavailable
mh-16090,Eye Infirmary And Laser Centre,nagpur,21.1265359,79.064102,8,1,9046935786,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-16092,Gandhi Hospital,nagpur,21.1374175,79.0790442,120,8,8039449257,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
